EmployeeID,Age,Gender,Department,JobRole,EducationField,MonthlyIncome,YearsAtCompany,TotalWorkingYears,JobSatisfaction,WorkLifeBalance,Attrition
2812,22,Female,IT,Data Analyst,Life Sciences,38032,2,2,4,4,No
2813,43,Male,Marketing,Marketing Manager,Technical Degree,168818,9,18,2,4,No
2814,37,Female,IT,IT Manager,Human Resources,124331,1,14,4,4,No
2815,48,Female,Sales,Sales Executive,Human Resources,138012,9,20,1,3,No
2816,36,Male,HR,HR Manager,Life Sciences,37796,2,10,4,2,No
2817,29,Male,Marketing,Marketing Executive,Marketing,115728,5,9,4,3,No
2818,51,Female,IT,IT Manager,Life Sciences,77445,7,7,1,4,No
2819,47,Male,Operations,Operations Executive,Marketing,99231,3,14,4,2,Yes
2820,29,Female,Finance,Analyst,Technical Degree,113346,5,7,3,1,No
2821,53,Male,Operations,Operations Executive,Medical,173905,1,14,4,4,No
2822,29,Female,Operations,Operations Manager,Marketing,50531,4,7,4,2,Yes
2823,24,Male,Operations,Operations Executive,Medical,177112,0,0,1,3,Yes
2824,22,Female,Finance,Analyst,Human Resources,52880,1,2,4,4,No
2825,53,Female,IT,Data Analyst,Marketing,76026,19,26,3,1,No
2826,30,Male,HR,HR Manager,Life Sciences,130963,7,9,1,1,Yes
2827,39,Male,HR,HR Executive,Marketing,125202,1,12,4,4,No
2828,44,Male,Finance,Analyst,Technical Degree,93785,16,16,1,2,No
2829,46,Male,Sales,Sales Manager,Human Resources,167151,13,13,1,2,Yes
2830,38,Female,Operations,Operations Manager,Marketing,178014,15,15,4,2,No
2831,60,Male,IT,IT Manager,Marketing,98884,10,27,3,3,No
2832,37,Male,Finance,Analyst,Human Resources,75172,17,17,1,2,No
2833,44,Female,Sales,Sales Manager,Finance,44313,1,8,1,1,No
2834,37,Male,IT,Developer,Technical Degree,90152,3,12,4,1,No
2835,53,Female,IT,Developer,Finance,51721,18,21,2,3,No
2836,40,Male,Marketing,Marketing Executive,Marketing,171852,15,18,2,3,Yes
2837,38,Male,Finance,Analyst,Technical Degree,43287,2,8,1,1,No
2838,26,Male,Sales,Sales Manager,Technical Degree,66044,5,5,3,1,No
2839,23,Female,Finance,Finance Manager,Human Resources,25357,2,3,3,1,No
2840,53,Female,Sales,Sales Manager,Technical Degree,80752,14,30,1,1,Yes
2841,41,Female,IT,BI Analyst,Medical,64968,15,16,4,3,No
2842,50,Female,Finance,Analyst,Life Sciences,83322,8,8,2,4,No
2843,36,Female,Operations,Operations Executive,Technical Degree,84967,3,14,4,3,Yes
2844,45,Male,Sales,Sales Executive,Finance,68995,0,7,4,4,No
2845,43,Female,Marketing,Marketing Executive,Finance,88290,15,21,1,1,Yes
2846,47,Female,Finance,Finance Manager,Life Sciences,109441,3,8,2,4,Yes
2847,49,Female,Sales,Sales Manager,Finance,129859,9,25,4,3,No
2848,53,Male,Marketing,Marketing Manager,Human Resources,43176,8,24,4,1,No
2849,24,Male,Sales,Sales Executive,Finance,26029,3,4,1,4,No
2850,57,Male,IT,BI Analyst,Life Sciences,76713,9,28,2,1,No
2851,27,Male,Sales,Sales Manager,Technical Degree,34571,6,6,3,1,No
2852,26,Male,Finance,Finance Manager,Marketing,112605,6,6,4,4,No
2853,57,Male,Marketing,Marketing Manager,Human Resources,114769,13,35,3,2,No
2854,34,Male,Marketing,Marketing Executive,Technical Degree,119422,11,12,2,1,No
2855,45,Female,Operations,Operations Executive,Finance,116221,20,23,2,4,No
2856,27,Male,IT,Data Analyst,Technical Degree,173878,7,7,3,4,No
2857,30,Male,Operations,Operations Manager,Medical,162901,3,8,4,3,No
2858,45,Male,HR,HR Manager,Technical Degree,49245,17,24,3,1,No
2859,28,Female,Operations,Operations Executive,Medical,140426,7,8,1,4,Yes
2860,51,Male,Marketing,Marketing Executive,Human Resources,146243,7,17,2,1,No
2861,22,Male,HR,HR Manager,Medical,122253,1,1,3,4,No
2862,21,Male,Operations,Operations Manager,Medical,110893,0,1,3,4,Yes
2863,37,Male,Marketing,Marketing Executive,Technical Degree,50967,4,11,4,4,No
2864,59,Male,Finance,Analyst,Life Sciences,111315,20,21,1,2,No
2865,28,Female,Sales,Sales Executive,Marketing,110643,0,1,4,1,No
2866,37,Male,Operations,Operations Manager,Finance,61520,16,16,1,2,Yes
2867,45,Male,HR,HR Manager,Life Sciences,171979,18,18,4,4,No
2868,37,Female,Sales,Sales Manager,Technical Degree,154444,16,16,4,2,No
2869,25,Male,Finance,Finance Manager,Human Resources,58146,4,4,1,2,No
2870,54,Male,HR,HR Executive,Life Sciences,56867,12,21,4,4,Yes
2871,47,Female,HR,HR Executive,Finance,139389,8,11,2,4,No
2872,47,Male,Operations,Operations Executive,Finance,96805,14,20,1,2,Yes
2873,32,Male,Operations,Operations Executive,Marketing,164895,5,7,2,4,No
2874,50,Female,IT,Data Analyst,Marketing,173811,18,22,3,2,No
2875,37,Female,Operations,Operations Manager,Finance,161376,8,12,3,2,No
2876,53,Male,Marketing,Marketing Manager,Marketing,55447,3,30,1,3,No
2877,37,Female,Sales,Sales Manager,Technical Degree,31428,0,16,3,4,No
2878,59,Male,Marketing,Marketing Manager,Marketing,68751,1,25,4,4,No
2879,30,Female,Finance,Analyst,Marketing,127281,0,4,2,4,Yes
2880,46,Male,Marketing,Marketing Manager,Medical,63208,0,6,2,3,No
2881,60,Female,Sales,Sales Executive,Medical,179517,10,21,4,4,No
2882,52,Female,HR,HR Manager,Technical Degree,115769,18,23,1,2,No
2883,25,Female,Marketing,Marketing Executive,Marketing,81772,0,3,4,4,Yes
2884,50,Female,Finance,Finance Manager,Finance,52108,13,16,2,3,No
2885,34,Male,HR,HR Executive,Life Sciences,28778,0,12,1,3,No
2886,57,Male,Marketing,Marketing Executive,Life Sciences,91255,5,25,2,4,No
2887,54,Female,Sales,Sales Manager,Technical Degree,46816,16,22,2,4,No
2888,30,Female,Finance,Finance Manager,Life Sciences,148715,2,2,2,1,Yes
2889,29,Male,Operations,Operations Manager,Human Resources,91423,8,9,1,4,No
2890,34,Female,Operations,Operations Manager,Technical Degree,110523,10,13,1,2,No
2891,22,Female,Finance,Analyst,Finance,46171,0,1,1,1,No
2892,48,Female,HR,HR Executive,Marketing,37492,5,11,1,2,No
2893,41,Male,HR,HR Executive,Finance,163660,1,5,2,1,No
2894,38,Male,Finance,Analyst,Medical,111741,6,13,2,1,No
2895,47,Female,Sales,Sales Executive,Finance,57497,12,19,4,4,No
2896,21,Female,Marketing,Marketing Manager,Life Sciences,25376,0,0,3,3,No
2897,27,Female,Sales,Sales Manager,Technical Degree,94180,6,7,4,1,Yes
2898,56,Male,Marketing,Marketing Manager,Medical,111297,0,6,1,4,No
2899,54,Female,IT,Data Analyst,Life Sciences,102520,0,8,1,1,No
2900,60,Male,Marketing,Marketing Manager,Finance,50877,18,31,2,1,No
2901,31,Male,Finance,Finance Manager,Human Resources,67636,11,11,2,1,No
2902,40,Female,Marketing,Marketing Manager,Marketing,96044,7,12,1,3,No
2903,59,Male,Finance,Analyst,Technical Degree,52920,11,12,1,1,No
2904,32,Male,Finance,Finance Manager,Human Resources,167422,7,10,2,4,Yes
2905,36,Female,Finance,Analyst,Life Sciences,119042,0,8,1,4,Yes
2906,32,Female,Finance,Analyst,Medical,121462,9,10,3,3,No
2907,41,Male,HR,HR Executive,Life Sciences,131631,11,20,4,3,No
2908,49,Female,Marketing,Marketing Executive,Human Resources,83589,18,26,1,3,No
2909,37,Female,HR,HR Manager,Medical,48006,10,11,4,1,No
2910,23,Male,Operations,Operations Manager,Human Resources,69010,0,2,2,1,No
2911,24,Male,Marketing,Marketing Manager,Marketing,76316,0,4,3,4,No
2912,21,Female,Marketing,Marketing Executive,Medical,127345,1,1,1,1,No
2913,50,Male,Operations,Operations Executive,Marketing,111077,3,23,4,1,No
2914,55,Male,Operations,Operations Manager,Medical,63150,16,27,3,4,No
2915,57,Female,Finance,Analyst,Marketing,88625,14,26,1,1,No
2916,60,Female,IT,BI Analyst,Technical Degree,97533,18,27,3,4,No
2917,23,Female,Finance,Analyst,Technical Degree,177444,3,3,2,4,Yes
2918,40,Female,Marketing,Marketing Executive,Marketing,117971,14,20,1,4,Yes
2919,60,Female,Finance,Analyst,Technical Degree,173816,16,26,1,4,No
2920,49,Male,Operations,Operations Manager,Human Resources,83449,16,28,4,3,No
2921,34,Female,IT,BI Analyst,Finance,35208,4,14,4,2,Yes
2922,50,Male,Marketing,Marketing Executive,Human Resources,49620,14,26,2,3,No
2923,45,Female,Operations,Operations Executive,Technical Degree,63957,18,20,2,2,No
2924,33,Male,Sales,Sales Executive,Life Sciences,59051,6,11,3,1,No
2925,41,Female,HR,HR Manager,Life Sciences,145219,6,11,2,3,No
2926,30,Male,Finance,Finance Manager,Technical Degree,39058,4,8,2,2,No
2927,25,Female,IT,IT Manager,Technical Degree,111439,2,5,1,2,No
2928,23,Male,Finance,Finance Manager,Marketing,35735,1,1,4,1,No
2929,37,Male,IT,BI Analyst,Life Sciences,96852,11,15,4,4,Yes
2930,59,Female,Operations,Operations Executive,Finance,150202,2,11,1,4,No
2931,30,Female,IT,Developer,Technical Degree,166825,2,4,2,1,No
2932,36,Female,IT,BI Analyst,Medical,122249,0,8,3,3,No
2933,29,Female,Finance,Analyst,Medical,112249,6,7,4,1,No
2934,34,Male,Operations,Operations Manager,Medical,60887,3,13,4,4,No
2935,37,Female,Marketing,Marketing Executive,Finance,32662,13,13,2,2,No
2936,48,Female,Marketing,Marketing Executive,Technical Degree,73166,18,18,2,2,Yes
2937,46,Male,Finance,Analyst,Technical Degree,34732,3,17,4,4,Yes
2938,32,Male,Marketing,Marketing Executive,Human Resources,79317,0,0,2,3,No
2939,31,Male,IT,IT Manager,Medical,72794,1,7,1,2,No
2940,59,Female,Marketing,Marketing Executive,Marketing,124070,5,23,2,1,Yes
2941,26,Male,Sales,Sales Manager,Marketing,134550,1,2,1,1,No
2942,50,Female,Operations,Operations Executive,Human Resources,72665,14,22,4,1,No
2943,31,Male,Marketing,Marketing Manager,Life Sciences,41289,8,9,4,2,No
2944,57,Female,HR,HR Manager,Medical,101319,17,18,3,4,No
2945,29,Male,Operations,Operations Manager,Finance,132046,4,7,1,4,No
2946,49,Male,IT,BI Analyst,Human Resources,92389,4,26,3,2,No
2947,37,Female,Operations,Operations Manager,Human Resources,168512,15,16,3,1,No
2948,50,Female,Finance,Finance Manager,Marketing,138764,14,15,1,2,No
2949,30,Male,Operations,Operations Manager,Finance,41068,6,10,2,2,No
2950,37,Female,Marketing,Marketing Manager,Life Sciences,32037,3,10,1,3,Yes
2951,23,Female,Marketing,Marketing Manager,Human Resources,129284,2,3,1,2,Yes
2952,57,Male,Finance,Finance Manager,Life Sciences,41804,11,31,2,4,No
2953,29,Female,HR,HR Manager,Life Sciences,87448,8,9,3,3,Yes
2954,60,Male,Sales,Sales Executive,Human Resources,170795,17,25,1,4,Yes
2955,52,Male,Sales,Sales Manager,Finance,69708,3,14,1,4,No
2956,39,Female,Sales,Sales Manager,Finance,84267,1,10,2,4,No
2957,49,Female,IT,IT Manager,Life Sciences,101984,4,24,4,1,No
2958,57,Female,Sales,Sales Executive,Life Sciences,147940,0,3,1,1,No
2959,21,Male,Marketing,Marketing Executive,Finance,63953,1,1,3,3,No
2960,60,Female,Marketing,Marketing Executive,Technical Degree,46471,5,6,1,2,No
2961,38,Female,Operations,Operations Manager,Finance,85310,14,16,4,3,No
2962,31,Male,Finance,Finance Manager,Human Resources,125552,5,6,3,2,Yes
2963,43,Male,Finance,Analyst,Marketing,101472,6,20,1,3,Yes
2964,49,Female,IT,Data Analyst,Life Sciences,175320,13,25,4,4,No
2965,42,Female,Operations,Operations Manager,Medical,145010,15,16,3,1,No
2966,54,Male,Marketing,Marketing Manager,Technical Degree,97098,16,18,3,1,No
2967,31,Male,Operations,Operations Manager,Medical,118188,4,4,4,3,No
2968,34,Female,Operations,Operations Manager,Finance,123011,2,6,2,3,Yes
2969,27,Female,Operations,Operations Executive,Human Resources,39877,1,1,3,1,No
2970,53,Female,Marketing,Marketing Manager,Medical,109281,19,27,2,2,Yes
2971,53,Male,IT,Developer,Life Sciences,144002,6,7,2,3,No
2972,47,Female,HR,HR Executive,Technical Degree,115745,8,12,4,2,Yes
2973,57,Female,Operations,Operations Executive,Human Resources,168670,16,31,1,2,No
2974,59,Male,Marketing,Marketing Manager,Medical,142140,17,25,3,4,Yes
2975,27,Male,HR,HR Manager,Human Resources,149371,7,7,2,1,No
2976,42,Male,HR,HR Manager,Human Resources,96152,17,17,3,2,No
2977,60,Female,IT,IT Manager,Technical Degree,144274,16,32,4,4,No
2978,49,Male,Operations,Operations Manager,Finance,86761,9,11,3,1,Yes
2979,47,Female,Operations,Operations Executive,Finance,111060,0,22,4,2,No
2980,37,Female,Sales,Sales Executive,Medical,160248,12,13,1,1,Yes
2981,51,Male,Finance,Finance Manager,Technical Degree,135607,19,22,3,4,Yes
2982,29,Female,IT,IT Manager,Medical,41279,2,5,4,1,No
2983,41,Female,Finance,Analyst,Finance,124291,7,8,1,2,No
2984,36,Female,Finance,Analyst,Finance,140341,1,7,2,4,Yes
2985,39,Male,Marketing,Marketing Executive,Marketing,117312,9,16,4,2,No
2986,34,Female,Marketing,Marketing Executive,Medical,28758,8,13,4,2,No
2987,47,Female,Sales,Sales Manager,Marketing,103330,2,12,3,3,No
2988,41,Male,Finance,Finance Manager,Technical Degree,162071,9,10,1,2,No
2989,31,Female,HR,HR Executive,Human Resources,138453,10,11,1,3,No
2990,32,Female,Operations,Operations Manager,Marketing,65978,8,12,3,4,No
2991,26,Male,Sales,Sales Executive,Marketing,68925,5,5,4,1,No
2992,22,Female,Marketing,Marketing Executive,Finance,125043,0,1,4,3,Yes
2993,29,Female,IT,IT Manager,Life Sciences,73798,6,8,4,2,No
2994,30,Female,Marketing,Marketing Executive,Life Sciences,151646,0,8,4,2,No
2995,47,Female,Marketing,Marketing Executive,Finance,165756,5,26,2,2,No
2996,51,Male,Marketing,Marketing Manager,Human Resources,136485,7,17,2,2,No
2997,24,Female,IT,Developer,Marketing,80827,2,3,3,3,No
2998,50,Female,Sales,Sales Executive,Life Sciences,58177,7,30,2,3,No
2999,37,Female,Finance,Analyst,Medical,111787,1,5,3,3,No
3000,58,Female,Operations,Operations Executive,Medical,35139,14,28,3,1,Yes
3001,44,Female,Operations,Operations Executive,Technical Degree,99839,18,21,4,4,No
3002,40,Male,IT,Developer,Marketing,94351,8,16,4,4,No
3003,60,Female,Marketing,Marketing Executive,Life Sciences,99297,2,12,3,3,No
3004,31,Male,Sales,Sales Manager,Human Resources,106994,3,7,3,2,No
3005,56,Male,IT,Developer,Marketing,79087,19,29,1,1,Yes
3006,28,Female,HR,HR Executive,Marketing,157265,3,8,4,1,No
3007,36,Male,Operations,Operations Executive,Life Sciences,169106,11,14,1,3,No
3008,28,Male,Operations,Operations Executive,Technical Degree,79186,5,6,4,3,No
3009,22,Female,IT,IT Manager,Life Sciences,142925,0,2,4,2,No
3010,44,Female,Finance,Finance Manager,Technical Degree,121492,19,22,4,3,No
3011,60,Male,Operations,Operations Manager,Finance,121428,18,29,1,3,No
3012,29,Female,Marketing,Marketing Manager,Life Sciences,141158,9,9,1,3,No
3013,60,Male,Operations,Operations Executive,Human Resources,107036,11,16,2,3,Yes
3014,25,Male,Marketing,Marketing Executive,Life Sciences,107138,3,5,1,1,No
3015,52,Male,Finance,Finance Manager,Life Sciences,102555,9,31,3,2,Yes
3016,51,Male,Marketing,Marketing Executive,Technical Degree,93701,20,26,4,2,Yes
3017,44,Female,Sales,Sales Executive,Life Sciences,49002,7,12,2,3,No
3018,58,Male,Marketing,Marketing Executive,Medical,139427,6,30,2,3,No
3019,32,Male,Finance,Analyst,Technical Degree,169618,12,12,1,3,No
3020,58,Female,IT,BI Analyst,Life Sciences,32054,18,19,3,4,No
3021,30,Male,HR,HR Executive,Life Sciences,131597,5,7,1,1,No
3022,35,Female,HR,HR Manager,Finance,148991,8,13,1,2,Yes
3023,48,Male,HR,HR Manager,Life Sciences,47854,17,23,2,4,No
3024,22,Male,Sales,Sales Executive,Life Sciences,47626,0,2,2,1,No
3025,56,Female,Finance,Finance Manager,Technical Degree,162794,1,11,1,1,No
3026,33,Male,Finance,Analyst,Marketing,53230,1,10,1,2,Yes
3027,56,Female,Finance,Finance Manager,Human Resources,140938,6,9,2,2,No
3028,25,Female,Sales,Sales Manager,Technical Degree,27974,3,3,2,1,No
3029,22,Male,Sales,Sales Manager,Technical Degree,78987,0,0,2,1,No
3030,48,Female,Finance,Finance Manager,Life Sciences,45083,0,15,3,4,No
3031,50,Female,Marketing,Marketing Manager,Finance,118875,11,15,4,2,No
3032,46,Male,HR,HR Executive,Technical Degree,76339,0,26,4,1,Yes
3033,22,Female,Marketing,Marketing Manager,Life Sciences,124382,0,2,2,1,No
3034,59,Male,Sales,Sales Manager,Finance,130537,19,27,4,4,No
3035,34,Female,HR,HR Executive,Medical,40536,11,14,1,4,Yes
3036,58,Male,Sales,Sales Executive,Marketing,96918,15,17,1,4,Yes
3037,22,Male,Finance,Analyst,Medical,165120,1,2,4,3,No
3038,36,Female,Marketing,Marketing Executive,Medical,26364,14,15,4,2,No
3039,44,Male,Marketing,Marketing Executive,Marketing,96918,17,22,3,3,No
3040,57,Male,Operations,Operations Executive,Human Resources,81300,13,13,3,2,No
3041,56,Male,IT,Data Analyst,Life Sciences,128908,15,21,2,2,No
3042,47,Female,Finance,Analyst,Medical,120444,8,22,3,4,No
3043,38,Female,IT,IT Manager,Marketing,85525,3,15,4,1,No
3044,42,Male,Sales,Sales Manager,Technical Degree,175755,11,13,4,4,No
3045,21,Male,Finance,Finance Manager,Medical,95609,0,0,3,1,No
3046,34,Male,Sales,Sales Manager,Life Sciences,42941,11,14,1,4,No
3047,22,Male,Finance,Finance Manager,Technical Degree,44956,0,1,1,2,No
3048,38,Male,Finance,Finance Manager,Human Resources,92686,12,14,2,4,No
3049,35,Female,Operations,Operations Manager,Finance,48463,15,15,3,1,No
3050,38,Male,Marketing,Marketing Manager,Life Sciences,132550,10,15,4,1,Yes
3051,29,Female,Sales,Sales Manager,Technical Degree,64278,2,9,2,4,No
3052,27,Male,Marketing,Marketing Executive,Medical,127387,7,7,2,3,No
3053,22,Female,Finance,Finance Manager,Life Sciences,92800,2,2,1,1,No
3054,25,Female,Operations,Operations Executive,Medical,93058,1,4,1,2,Yes
3055,51,Female,Finance,Analyst,Finance,29088,14,15,4,2,No
3056,28,Female,Marketing,Marketing Manager,Human Resources,118165,4,5,3,3,No
3057,39,Female,Operations,Operations Manager,Marketing,149775,4,6,3,4,No
3058,21,Female,Operations,Operations Executive,Medical,42520,0,1,4,2,No
3059,41,Male,Marketing,Marketing Manager,Medical,86403,18,19,3,1,No
3060,48,Female,HR,HR Executive,Life Sciences,152510,8,24,1,1,Yes
3061,29,Male,IT,Developer,Life Sciences,113562,9,9,4,4,No
3062,56,Female,Finance,Finance Manager,Marketing,100607,9,11,2,2,No
3063,34,Female,Operations,Operations Executive,Medical,165214,7,9,4,3,No
3064,34,Female,Operations,Operations Executive,Finance,61312,0,14,4,3,No
3065,26,Female,IT,Developer,Life Sciences,171897,2,6,2,1,No
3066,25,Male,Marketing,Marketing Manager,Life Sciences,152832,5,5,1,1,No
3067,37,Female,Finance,Finance Manager,Technical Degree,46423,8,14,1,2,Yes
3068,40,Female,Finance,Analyst,Technical Degree,160313,15,16,3,2,No
3069,50,Male,Operations,Operations Manager,Technical Degree,147881,0,1,1,2,No
3070,26,Male,Sales,Sales Executive,Medical,169336,6,6,2,2,No
3071,47,Male,IT,IT Manager,Medical,166857,0,4,4,3,No
3072,50,Male,HR,HR Manager,Life Sciences,105593,2,15,4,2,No
3073,21,Male,HR,HR Manager,Medical,37227,0,1,2,4,No
3074,48,Male,Marketing,Marketing Manager,Medical,68049,18,21,1,4,No
3075,38,Female,Operations,Operations Executive,Human Resources,65514,16,17,4,4,No
3076,60,Female,Marketing,Marketing Executive,Technical Degree,40536,13,24,4,3,No
3077,49,Male,IT,BI Analyst,Medical,148441,4,17,4,3,No
3078,53,Female,Operations,Operations Executive,Life Sciences,178610,3,17,3,4,No
3079,40,Male,Sales,Sales Executive,Human Resources,64102,10,12,1,2,No
3080,24,Female,Operations,Operations Executive,Human Resources,126958,1,2,3,3,Yes
3081,21,Male,HR,HR Executive,Human Resources,92609,0,1,1,4,Yes
3082,30,Female,Operations,Operations Manager,Life Sciences,96241,10,10,4,4,No
3083,56,Female,HR,HR Manager,Marketing,175668,6,21,1,1,No
3084,59,Female,IT,IT Manager,Marketing,60652,6,12,4,4,No
3085,46,Male,HR,HR Manager,Human Resources,85523,5,21,4,2,No
3086,32,Female,Marketing,Marketing Executive,Finance,51740,5,8,1,2,No
3087,21,Female,Marketing,Marketing Executive,Life Sciences,79425,1,1,3,1,No
3088,33,Male,Finance,Analyst,Marketing,57450,3,6,2,3,No
3089,56,Female,Finance,Finance Manager,Finance,95616,20,20,4,2,No
3090,51,Female,Marketing,Marketing Executive,Technical Degree,126093,13,31,1,4,No
3091,27,Male,Finance,Analyst,Human Resources,166395,5,6,2,4,No
3092,41,Female,Finance,Analyst,Medical,143044,6,10,2,4,No
3093,29,Female,HR,HR Manager,Finance,174989,8,8,1,2,No
3094,34,Female,Marketing,Marketing Executive,Medical,122594,1,12,1,2,Yes
3095,43,Female,Marketing,Marketing Manager,Human Resources,46154,11,23,1,2,No
3096,23,Male,IT,IT Manager,Technical Degree,83498,3,3,3,4,No
3097,36,Male,Operations,Operations Manager,Marketing,177980,4,12,3,1,No
3098,32,Female,Operations,Operations Manager,Technical Degree,148129,4,6,4,2,No
3099,36,Female,Operations,Operations Manager,Medical,78974,14,15,4,2,No
3100,21,Female,Finance,Finance Manager,Marketing,108987,0,1,3,4,No
3101,24,Male,Sales,Sales Manager,Life Sciences,81937,4,4,1,1,Yes
3102,50,Female,Marketing,Marketing Executive,Finance,123577,6,18,2,2,No
3103,32,Male,IT,Data Analyst,Human Resources,99732,2,5,4,3,No
3104,21,Female,Marketing,Marketing Manager,Human Resources,33751,0,0,1,3,No
3105,49,Female,Marketing,Marketing Executive,Medical,65436,6,29,4,3,No
3106,51,Female,Operations,Operations Executive,Life Sciences,120175,16,27,3,1,No
3107,59,Female,Operations,Operations Executive,Finance,50356,6,21,4,3,No
3108,21,Female,Operations,Operations Executive,Technical Degree,153671,1,1,2,3,No
3109,35,Female,IT,Data Analyst,Human Resources,110349,14,14,2,1,No
